Biomarker,Subtype,Age,Coefficient,p,t
TPRKB,5,64.0,0.006226263879899895,0.9028572344245186,0.1220766938851288
LTA,5,64.0,0.007268544113460562,0.9033022720257928,0.12151465776219281
IMMT,5,64.0,0.0073949400147003685,0.9038835645601712,0.12078060367847579
SCN2A,5,49.0,0.010032221274243025,0.9039558438860833,0.12070831390046632
ENOPH1,5,49.0,0.00823685493723229,0.9045283408951514,0.1199853214605581
PVR,5,64.0,0.007377082578772204,0.9049917144929565,0.11938141607361083
TSLP,5,64.0,0.006423878772370176,0.9055995562670138,0.11861403397795195
MET,5,49.0,0.009633324722190834,0.9057599532268467,0.11843016079931191
DCUN1D2,5,64.0,0.00654095360715647,0.9062732217423479,0.11776363306383547
CDSN,5,49.0,0.00975104436555052,0.9068314002105045,0.11707747480248311
PECR,5,49.0,0.009556742833569498,0.9079581461085512,0.11565520606986275
CBLN4,5,49.0,0.009889235910141875,0.9084036310309498,0.11509294417101772
IL17F,5,64.0,0.005656569712341117,0.908668317743917,0.11474087185302576
COMMD9,5,64.0,0.006340684003087307,0.9108402597241714,0.11200065256456808
BLVRB,5,49.0,0.008715377370068694,0.9111433519513744,0.11163584194838737
AGER,5,49.0,0.009647021994018345,0.911311474759815,0.11142374100398215
FDX1,5,64.0,0.0062323487050633675,0.9117993555196604,0.11079088340060149
NME3,5,64.0,0.007358231518326264,0.9124984876436077,0.10990912546824995
ENDOU,5,64.0,0.006611363411527599,0.912807190590326,0.10951981104982475
MAP1LC3A,5,64.0,0.005578536845415548,0.9130230331553377,0.10924761547713384
ATXN10,5,49.0,0.008452406082505581,0.9131653581724065,0.10908524313139406
PRKAB1,5,64.0,0.005839473920092292,0.9134400555652189,0.1087217381765858
NUDC,5,49.0,0.007888196425437227,0.9139889479737754,0.10804655517507158
CLEC4A,5,49.0,0.00884946915635092,0.9147716268295722,0.10705957111676362
SEZ6,5,49.0,0.009037711384061273,0.9150941060838954,0.10665294448767759
C2CD2L,5,64.0,0.006675790957910044,0.9155694082980534,0.10603702876119936
SERPINI1,5,49.0,0.00892071373003328,0.9166575798855655,0.10468174867540629
EHD3,5,49.0,0.007623857290326497,0.9180562943087665,0.10291862347257352
HIP1R,5,64.0,0.0070917931253896005,0.9182061525130151,0.10271365252726275
LTA4H,5,49.0,0.009550599986309527,0.9184364339712994,0.10243950060757342
FABP9,5,64.0,0.006025639570210144,0.9185918046682997,0.10222766909809958
ITGB6,5,49.0,0.00819338905845618,0.9195244477532648,0.10106831258097451
GPNMB,5,49.0,0.007733091128123759,0.9207961468663091,0.099465872930755
SELP,5,49.0,0.008043745182614748,0.9211013523714474,0.09908132849952664
CPA2,5,64.0,0.006390501225571388,0.9217837267830961,0.09820625309720692
GAS2,5,49.0,0.007296636787117977,0.922772682545278,0.0969757905240949
CD84,5,49.0,0.007339143869598497,0.9233476117759603,0.09625159595914701
MUC16,5,49.0,0.007021688070592572,0.9239412129226763,0.09550393483428961
PODXL2,5,49.0,0.009171165725113284,0.9244104693146822,0.09491292807167855
BST1,5,64.0,0.005117320873534392,0.9250036023866202,0.09415122875501816
UBAC1,5,49.0,0.007155539390210686,0.9251102583598603,0.09403163767508049
GGH,5,49.0,0.007437362354538513,0.9252530784961965,0.09385178388653666
PRUNE2,5,49.0,0.006981572240514489,0.9258215788273737,0.09313589993956266
ELAVL4,5,49.0,0.006992021435358833,0.9258357093118168,0.09311810673967746
KLRC1,5,64.0,0.004638632617945089,0.9263508801574718,0.09245496702956496
TPSAB1,5,49.0,0.007132593227724138,0.9270718664284074,0.09156164310238847
NECTIN4,5,49.0,0.009199204306192366,0.9277072696601708,0.09076168419223984
MAP2K1,5,49.0,0.0071292933123909275,0.9277285692875976,0.09073486943286357
CD2,5,64.0,0.004107878329404485,0.9280304277444602,0.09034074016148128
ARNTL,5,64.0,0.005385156326195059,0.9293110173002573,0.08872899659545574
BLOC1S2,5,49.0,0.006210692905645403,0.9299096535106437,0.08798937744232095
CDH15,5,64.0,0.005863202992691163,0.9307370601690784,0.08693445745170027
TK1,5,49.0,0.008281101587168549,0.9308718259527115,0.0867784321564751
CA11,5,49.0,0.006121004572184785,0.9311096386183131,0.08647915195290372
PRSS53,5,49.0,0.007322259616877241,0.9318548906010737,0.08554132449568312
LRTM1,5,64.0,0.004727131511316124,0.9319475603956526,0.08541137824875458
LRRC37A2,5,49.0,0.006515992520416,0.9319586135264395,0.08541080522871722
SLC51B,5,49.0,0.006363063593636573,0.9325314071689546,0.08469005915633068
THY1,5,49.0,0.007061551546463596,0.9330623295263476,0.08402203905784827
NXPH1,5,49.0,0.006611434444766778,0.9332828888434008,0.08374453673572524
PNLIP,5,64.0,0.005322715777549197,0.9337858347858847,0.08309879713320564
LILRB5,5,49.0,0.006117275278915535,0.9345174469473438,0.08219136463707286
SNAPIN,5,49.0,0.006567333355801314,0.9351094278136454,0.08144667636721473
IGSF8,5,49.0,0.006247513490241219,0.9378887963388406,0.07795093959656746
KDM3A,5,49.0,0.00700238989446135,0.9399144667375607,0.07540376610838168
PI3,5,49.0,0.006045629570725186,0.9401916007573544,0.07505532318657594
CCNE1,5,64.0,0.003297632902481147,0.9426378390983604,0.07196882504495844
SEZ6L,5,49.0,0.007021173908791534,0.94309325897902,0.07140758385051013
ADAMTSL4,5,64.0,0.004031223488401764,0.9437205273587401,0.07060815849436528
LRP1,5,64.0,0.00398506771706697,0.9439082357541522,0.07037226967843783
NCAN,5,64.0,0.004389666723909684,0.9440693298175366,0.07016982960557881
TIE1,5,64.0,0.0037912108374364706,0.9442851521564151,0.06989861934049305
NRXN3,5,49.0,0.004505412543767389,0.9455658023329689,0.06830004691829754
GNE,5,49.0,0.00513915868864101,0.9456198106261273,0.06823217580441163
HDAC9,5,49.0,0.004992629608763739,0.9459326941603347,0.06783898767008342
PXN,5,49.0,0.006096967720436497,0.9459667363101147,0.067796208906264
ICAM2,5,64.0,0.0038667769145988296,0.9463067749706557,0.06735842107678074
ABL1,5,49.0,0.005219449652537511,0.9464748861726824,0.06715766163992647
KLRF1,5,64.0,0.004746785899524292,0.9469774148930942,0.06651584920731393
IGHMBP2,5,49.0,0.0048002441065442825,0.9478808315125922,0.06539107578940069
NUDT2,5,49.0,0.004698229978631466,0.9491760427062059,0.06376380957330877
ATP1B4,5,64.0,0.0035064699964874255,0.9497739732315427,0.06300283975420606
GSTA3,5,49.0,0.005734488446458241,0.9498102203766339,0.06296710885184804
EGF,5,49.0,0.0049958795635630104,0.9503529319974873,0.06228534632016677
SMPD3,5,49.0,0.00605554591444929,0.9506966511115701,0.06185357619393535
FTCD,5,49.0,0.005726779225536882,0.9508702421688722,0.061635520463130665
INPPL1,5,49.0,0.004596686194179467,0.9509494714627016,0.061535997870156595
FCRL6,5,49.0,0.004801014218840771,0.9509559496570199,0.06152786041839426
VWC2L,5,49.0,0.004930825216868252,0.9513410815143339,0.061044092197307595
CD200,5,49.0,0.005244279507807259,0.9521748355116013,0.05999685379129868
CIT,5,49.0,0.0043905428025215465,0.9531754119420206,0.05874016460591259
ARTN,5,64.0,0.0035267786157970396,0.9539374628098518,0.05777413263587657
PSPN,5,49.0,0.004831637095178309,0.954023346898156,0.05767526059486455
TANK,5,49.0,0.004619701261519227,0.9553223333287868,0.05604401694177063
MAP4K5,5,49.0,0.004156579077258055,0.9560603633039977,0.0551172790558149
BRD1,5,49.0,0.004091287143635561,0.9564176303811471,0.054668678939026515
CNST,5,49.0,0.004281830329487979,0.9564648294440714,0.05460941456383932
RCC1,5,49.0,0.00559545108920706,0.9569487254278637,0.05400183317936455
HS6ST1,5,49.0,0.004627820635115187,0.9573750650400303,0.05346653631306082
FCRL5,5,49.0,0.004680979814328523,0.9583932060876519,0.05218825637004006
CASP2,5,49.0,0.00425216509341117,0.958471267984454,0.052090252913922296
TDGF1,5,64.0,0.003082929380593874,0.9596193571072321,0.05064106266161146
MDH1,5,49.0,0.003900340023551885,0.9608437276498015,0.04911196330681309
EDAR,5,49.0,0.003908372656264328,0.9611932948056516,0.048673168389264346
CCL5,5,49.0,0.003818989224303404,0.9621439165629257,0.0474799456158534
IL19,5,49.0,0.0038663083315953473,0.9623523664157994,0.04721830795500671
PRL,5,64.0,0.0026290716265256926,0.9625095199545567,0.04701375411352963
GALNT3,5,49.0,0.0037585431161422655,0.9629685945949995,0.04644486261100443
IRAK4,5,49.0,0.0033569176936415757,0.9633815573364186,0.045926557041262986
PAFAH1B3,5,49.0,0.003685049196813034,0.9633840583118423,0.04592341812881227
CYB5R2,5,49.0,0.004095162008794007,0.9638814424440945,0.04529917256043945
PHYKPL,5,49.0,0.003802247792705049,0.9644578929129379,0.04457571631027528
IL16,5,64.0,0.0023837724266819182,0.9647837412519478,0.04415992260619706
SERPINB8,5,49.0,0.003970315426467752,0.9651603101111721,0.043694200970380924
HIP1,5,49.0,0.003188696093255741,0.9656949639439895,0.04302324712208221
BDNF,5,49.0,0.003464947188821732,0.9659275586072046,0.04273136286261581
NUCB2,5,49.0,0.003233540926886991,0.9659644216411046,0.04268510358387541
UNC5D,5,49.0,0.0035644282285818563,0.967076188423432,0.041289994271323543
VASH1,5,49.0,0.0032417243694505826,0.9675084982401121,0.04074752876870847
RARRES2,5,64.0,0.0023543301261647054,0.9677332379786161,0.0404592469296137
IL10RA,5,49.0,0.0033431582198079624,0.9678471567515382,0.0403225860004539
ERC2,5,49.0,0.002853787288839671,0.9690260644187415,0.0388433696813809
ELAVL4,5,64.0,0.0019463525452668162,0.9697151759876352,0.03797286276816867
KLRB1,5,49.0,0.0032654708301846913,0.9698712266412863,0.03778296790672698
CFHR5,5,64.0,0.0023312366009344554,0.9703595153532952,0.03716457642475325
GCNT1,5,64.0,0.002094438953076705,0.9707381708405505,0.03668958645870847
SLITRK6,5,49.0,0.0027996810145674567,0.9712397179301862,0.03606604924702909
OPHN1,5,49.0,0.002723315997875203,0.9712668831557181,0.036031968661113745
GOT1,5,49.0,0.003696376638229082,0.9717464071375725,0.03543038072987484
SPINK8,5,64.0,0.0016016108970632126,0.9738735240924934,0.032756870146078455
BATF,5,49.0,0.002273299547050925,0.9745864699563558,0.031867629164366806
MMP1,5,64.0,0.001667292399738285,0.9751609377828756,0.031142199896593167
FIS1,5,49.0,0.002350188559656685,0.9773902536483152,0.02835078587562752
BACH1,5,49.0,0.00214822893091432,0.9778614832218773,0.02775974862454284
MEGF10,5,64.0,0.0016103608793319457,0.9779231408470945,0.02767812213892162
GTF2IRD1,5,64.0,0.0015213715798435713,0.9792772580291421,0.02598004831161018
MANSC1,5,49.0,0.0024035272081066594,0.9796579120739147,0.025506674335032897
ARHGAP5,5,64.0,0.0014458553552297356,0.9802192324848646,0.024798849281992108
PRDX2,5,49.0,0.0018315134434436636,0.9807343099890824,0.024156722982226132
ASPSCR1,5,49.0,0.0018205433976011265,0.9812201145420283,0.02354747169618965
MRPL58,5,49.0,0.0018913056387773741,0.9813428752108199,0.023393517976431043
RRM2B,5,49.0,0.0017704135408848631,0.9821873140448196,0.02233452507830603
MYLPF,5,49.0,0.002004651357346454,0.9822039570674941,0.02231365367119641
SAT2,5,49.0,0.0017871444776430823,0.9823894668224824,0.02208101331714002
STX6,5,49.0,0.0019539807257383246,0.9826396509406814,0.02176726932732925
GSN,5,64.0,0.001275970237320373,0.9833153636554923,0.020916657280240798
FZD8,5,64.0,0.001286929441032883,0.9833356430929401,0.020891230304503926
GOLM2,5,49.0,0.0015434772157385535,0.9847407708812532,0.019132436521968846
C9orf40,5,49.0,0.0014420616678215287,0.9849221349157425,0.01890501006875049
VAMP5,5,64.0,0.0011630591571085147,0.9861446623147585,0.017369319849848203
ATP1B1,5,64.0,0.0010346041806673645,0.9861950052698227,0.01730620262827602
DCUN1D2,5,49.0,0.0010418344466583546,0.9877486755702747,0.015360710285394824
ACOX1,5,49.0,0.0012166784709005118,0.9880251698832225,0.015014015334828424
NOTCH1,5,49.0,0.0011596299872143057,0.9886319000856534,0.01425324539288102
GLI2,5,49.0,0.0014700715486379023,0.988702453408643,0.014164780179175813
PSMD9,5,49.0,0.0011422598141778428,0.9888603101229057,0.013966847621530238
AGR3,5,64.0,0.0007720834938077514,0.9892468997790796,0.013480025077922859
SSBP1,5,49.0,0.0008883303772257711,0.9893783628979557,0.013317278104831095
SERPINI1,5,64.0,0.0007508874854668113,0.9893973186663315,0.013291449627280178
TSPAN8,5,64.0,0.0007356922647370479,0.9900942696069246,0.012417710115709881
PSMD1,5,64.0,0.0006813520225862901,0.9903035574305481,0.012155336226739678
RNF5,5,49.0,0.0009046565165877762,0.9905690741059309,0.011824304946975705
SEPTIN7,5,64.0,0.0006505832186915212,0.9910096366020802,0.011270165441437071
GGACT,5,49.0,0.0008349063634817133,0.9916198089015714,0.010506863232331147
AAMDC,5,49.0,0.0006786759989443059,0.9930446483949127,0.008720386951544867
BIRC2,5,49.0,0.0006641338031337096,0.9931119784567772,0.008635968662628139
CD14,5,64.0,0.00047688606591100857,0.9940708211906264,0.007432627938450736
MPRIP,5,49.0,0.0004921063760287975,0.9944857984354636,0.006913488690947089
RABEPK,5,49.0,0.0005120664365950989,0.9947172796563849,0.006623262312462817
GSAP,5,49.0,0.0005119421379307654,0.9947885683672983,0.006533882111322472
CDH23,5,64.0,0.00032353797197098855,0.9948793849578415,0.006419023362213706
CEP43,5,49.0,0.0004104943988502696,0.9957458460455052,0.005333673413316115
PXDNL,5,49.0,0.0004648092794080211,0.9958828609723389,0.005161888497159217
CUZD1,5,64.0,0.00025663842623354846,0.9958964297600402,0.005144079031773298
S100A14,5,49.0,0.00017868811521998956,0.9979220484727451,0.0026052359332822263
VPS37A,5,49.0,0.00017582575762561947,0.9981484739532009,0.0023213539870032564
EIF5A,5,64.0,0.00011443377089792942,0.998388638395201,0.0020199338662565012
DDT,5,49.0,0.0001343478244739682,0.998734394223141,0.0015867546737817052
CLEC4M,5,64.0,7.007494624590785e-05,0.9989426913692274,0.0013253962837089686
NUP50,5,49.0,0.00010257998167835514,0.9990364983000126,0.0012079911323927372
DNLZ,5,64.0,1.000054348940585e-05,0.9998355312853242,0.00020617079492941278
PSMD1,5,49.0,-3.369944986805762e-05,0.9996617250009828,-0.00042411249702485035
GBP1,5,49.0,-9.109181737099181e-05,0.999167346523619,-0.0010439399887096923
DGKZ,5,49.0,-0.00013270382959346128,0.9988850561410435,-0.00139786199232624
MYH7B,5,49.0,-0.00014197758404837363,0.9984359230648144,-0.0019609636605167147
PDCD6,5,49.0,-0.0001686004935709251,0.9981387736807366,-0.002333515742448966
CKMT1A_CKMT1B,5,49.0,-0.00022800930360408755,0.9977791334834074,-0.002784416339223896
NAA80,5,49.0,-0.0002858788598962825,0.9970293817343792,-0.003724423066820499
PECAM1,5,49.0,-0.0005168733955671079,0.9948801679150135,-0.0064190367110997576
PCDHB15,5,64.0,-0.0003841355161800508,0.9945373266910371,-0.00684782210214052
TTR,5,49.0,-0.0007705760347980206,0.9934881880530217,-0.008164278985190149
STC1,5,64.0,-0.0006601973213284373,0.9917067372084716,-0.010396259238320578
PMVK,5,49.0,-0.0007861037380781366,0.9916112259112565,-0.010517624757046555
CD177,5,49.0,-0.0008014598762134673,0.9915960217276802,-0.010536688069136579
ST8SIA1,5,49.0,-0.0009986802256830574,0.9914597312738622,-0.010707571961659055
ATP1B2,5,64.0,-0.0006327313628604284,0.9913306094883034,-0.010867783186331914
ZP4,5,64.0,-0.0007760487712463252,0.9899692679263131,-0.012574419004286805
FAM171B,5,64.0,-0.0006741607470944211,0.9899493980560332,-0.012599328980043744
SAA4,5,64.0,-0.0007232178995079871,0.9899325410911087,-0.012620461816019331
CLEC2L,5,64.0,-0.0006528271242303273,0.9897452536254054,-0.012855256261142853
NOS2,5,49.0,-0.001205518319094906,0.9891720018455301,-0.013576026823661358
ACSL1,5,64.0,-0.0007955291999772081,0.9881668686152751,-0.014834040836233714
IL1A,5,49.0,-0.0011091652008869309,0.9871871515856703,-0.01606480836807296
SSH3,5,49.0,-0.0012252468472875727,0.9868559165599797,-0.016480149547308868
EFNB2,5,49.0,-0.0012070494936863574,0.9863896460221356,-0.01706481887124118
SCN2A,5,64.0,-0.0009241521439514733,0.9861038524654107,-0.01742048503985754
PEPD,5,49.0,-0.0014469666885436952,0.9860744966290531,-0.017459996572940787
VEGFD,5,49.0,-0.0015091183341819359,0.9860005972212991,-0.017552662218447073
IRAK1,5,49.0,-0.0014303333868541102,0.9854421710961985,-0.018252901688315896
SERPINB5,5,64.0,-0.0010685026180361143,0.9845262207071765,-0.019398471001363844
RANGAP1,5,64.0,-0.0010831892417705498,0.9842033911360343,-0.019803233853132207
CEACAM6,5,49.0,-0.002339278020558555,0.9836593158948532,-0.020488577925659737
NTRK2,5,64.0,-0.001281859131731733,0.9836050941238121,-0.020553385679691595
FXYD5,5,49.0,-0.0017364282754034621,0.9835595496015994,-0.020613686429873764
CD3G,5,64.0,-0.001151987699280297,0.9834768505246951,-0.020714180503736097
THSD1,5,49.0,-0.0017420483563356792,0.9830034271694481,-0.021311078700205956
RAB33A,5,49.0,-0.0017588514536057143,0.9823475789670424,-0.022133543093984836
SPACA5_SPACA5B,5,64.0,-0.0013857835379675887,0.9812684574284111,-0.023483203036385472
ATP1B2,5,49.0,-0.00198989810786597,0.9799983817820189,-0.025079673475628277
VSNL1,5,49.0,-0.002505593611819401,0.9795774626063918,-0.02560757089517415
SLC51B,5,64.0,-0.001435322349695959,0.978983370187127,-0.026348579488372978
CCL17,5,64.0,-0.001619408831247393,0.9787119013316334,-0.026689000755511186
TGFBI,5,49.0,-0.002442759349330914,0.9777358164934081,-0.027917364509567593
DSG2,5,49.0,-0.0024991991619953136,0.9773310524100298,-0.028425039418989557
JCHAIN,5,49.0,-0.0022287451099350375,0.9766827919811683,-0.02923813469256488
WARS,5,64.0,-0.00227135089686728,0.9727897014117346,-0.034116263278134495
HEXIM1,5,49.0,-0.002543374627275108,0.9724896661932587,-0.034497948641776105
S100G,5,49.0,-0.0031838748496093305,0.9710606739227652,-0.03629067293833711
PPL,5,49.0,-0.0030026738375425466,0.9708445593938009,-0.0365618067306781
EDEM2,5,49.0,-0.00299700478844038,0.970750337388274,-0.0366800169761132
EPHA1,5,49.0,-0.003266578846810697,0.969304310101816,-0.03849425771142063
CSF2,5,64.0,-0.0022625719930427224,0.9685267293573163,-0.03946376562262609
WASL,5,49.0,-0.003449816748638146,0.9682296504167046,-0.03984264841313443
PDGFRB,5,49.0,-0.00307646671901296,0.9681558106276152,-0.0399352988759872
TIMP3,5,49.0,-0.003420426933366416,0.9673805928519712,-0.040908024122205226
IL7R,5,49.0,-0.0033546923424284253,0.9672184437519918,-0.04111148991495049
SEC31A,5,49.0,-0.0030343173891216324,0.9672024632443479,-0.041131542456681804
MTHFD2,5,49.0,-0.003299711663648952,0.9661821251159988,-0.04241191019670982
MZT1,5,49.0,-0.003584524649695886,0.9656489040438198,-0.04308104836633572
CCNE1,5,49.0,-0.003887020134260802,0.9651148657134305,-0.04375123147315175
GALNT3,5,64.0,-0.0025253803743268965,0.9647942654291339,-0.04414671708173605
FCGR2B,5,49.0,-0.0034937137273405583,0.9647652280932236,-0.04419001441371631
ARL13B,5,49.0,-0.003408307607515898,0.9632743531650514,-0.04606110677395065
SERPINA6,5,49.0,-0.0039291559042045,0.9615850275605498,-0.048181456160189165
DAND5,5,49.0,-0.0031463092853574494,0.9614628239845551,-0.048334847724686124
HAO1,5,49.0,-0.004196797585321821,0.9613693296362326,-0.04845220385105262
ENSA,5,49.0,-0.0035643618612500594,0.9610202523364193,-0.04889037913941258
ENTPD6,5,64.0,-0.002634776379396464,0.9606591165770153,-0.04933603475875648
DUOX2,5,64.0,-0.002605367062104726,0.9606000326711065,-0.04941019016035235
MED21,5,64.0,-0.00287078785382126,0.9604914158565698,-0.049546514347302756
CYTL1,5,49.0,-0.004244713094465724,0.9588964108262029,-0.05155651257515236
RNF168,5,49.0,-0.005204920527167062,0.9562512436190593,-0.05487760003484127
PDZD2,5,64.0,-0.0030223664785457155,0.9561868406881999,-0.05494992419433173
NMI,5,49.0,-0.004812456167919255,0.9557704741382308,-0.055481284688504
FKBP1B,5,49.0,-0.004457539950366407,0.9555397288555152,-0.0557710302783304
ARG2,5,64.0,-0.002857213279463283,0.9554799962832242,-0.05583735500639699
SOX2,5,64.0,-0.0031996337570871277,0.950445874383997,-0.062158921604934476
BTD,5,49.0,-0.005232791724820052,0.9501653584055865,-0.0625209758037693
CINP,5,49.0,-0.004651226360503545,0.9496771131024744,-0.06313432468267785
CSH1,5,49.0,-0.004043628514891491,0.9490259175099784,-0.06395241382135845
UPK3BL1,5,64.0,-0.0031751227835619816,0.9488589688691231,-0.06415217159915827
RBM19,5,49.0,-0.004712047307474543,0.9480200434905728,-0.06521616561010789
NRTN,5,49.0,-0.0059270560511660575,0.9478221023646548,-0.06546486548440897
PTH,5,49.0,-0.005850161516475966,0.9476782946404397,-0.06564555287804227
IL34,5,64.0,-0.0040127540208007295,0.9462246286232234,-0.06746163056009515
ARNT,5,64.0,-0.003927154905137446,0.9457636605511923,-0.06804080877728964
NEDD4L,5,49.0,-0.005302399906165073,0.943898703520295,-0.07039521229650177
LYVE1,5,49.0,-0.0059754990577836065,0.9423309972979139,-0.07236574590799622
OGT,5,64.0,-0.0038551489282560164,0.9420774307604749,-0.07267316944730616
PDAP1,5,49.0,-0.005765112845756704,0.9410573376762973,-0.07396688349669853
NGF,5,64.0,-0.004441532166876427,0.9401463735925495,-0.07510048064045692
MAP1LC3B2,5,64.0,-0.004639294054486536,0.9398644866840313,-0.0754548451462516
CD274,5,64.0,-0.00456584691996248,0.9397548351497279,-0.07559269238932284
P4HB,5,49.0,-0.006893934411559111,0.9379839721522905,-0.07783124983017786
CEACAM5,5,64.0,-0.00513140767948797,0.9378833209064421,-0.07794567016498373
ITGA11,5,64.0,-0.004836312538443483,0.9376905199855231,-0.07818809513971176
SH2B3,5,49.0,-0.006087351990607226,0.9376915221978435,-0.07819902820342599
FLI1,5,49.0,-0.006292817407709983,0.9376907697063861,-0.07819997453311094
TNFSF14,5,49.0,-0.006679379547816111,0.9376674405657496,-0.07822931318443567
DNMBP,5,49.0,-0.006324960617305753,0.9374868988168624,-0.07845636418220675
MYL6B,5,49.0,-0.005841687230351132,0.9373806305589263,-0.07859001003358008
LYPLA2,5,49.0,-0.005877524298906034,0.936651584817923,-0.07950691581393363
ENAH,5,64.0,-0.004603452130309771,0.9361754330399327,-0.08009330386040484
TNC,5,64.0,-0.005037517807110176,0.9357641480484067,-0.0806105411016201
AKR1C4,5,64.0,-0.004610872200851421,0.9350059118113199,-0.08156416532392054
TRAF3,5,49.0,-0.006956630784237,0.9344481308998362,-0.08227856443168027
DPY30,5,49.0,-0.006829987300344453,0.933884854173405,-0.08298719152474882
CCL11,5,64.0,-0.004578219053210986,0.9336316666930611,-0.08329272601538228
C1QA,5,49.0,-0.006891360734801899,0.933470438885397,-0.08350857095491193
LPP,5,49.0,-0.006683703213513692,0.9325239334865998,-0.08469946300417529
CRISP2,5,64.0,-0.005051440423676175,0.9306638856191985,-0.08702653378559004
FGF5,5,49.0,-0.008551573527533905,0.9301166814629451,-0.0877288108844251
HSD17B3,5,49.0,-0.006510375551537953,0.9289942171265027,-0.0891416228381624
HSBP1,5,64.0,-0.004823468711366456,0.9283428451287254,-0.08994751171525608
TNN,5,64.0,-0.00520755796561527,0.9281316807589615,-0.09021329513110667
NT5C3A,5,49.0,-0.0068718303788829205,0.9275636685873767,-0.09094246972824142
MOCS2,5,49.0,-0.007115449736405988,0.9275188505750843,-0.09099889365107987
BST2,5,49.0,-0.00879541664471839,0.9271473115312696,-0.0914666562917008
OXCT1,5,49.0,-0.007895234183713018,0.9258884083793038,-0.09305174798410751
ZP4,5,49.0,-0.00726510034783041,0.9257496659932327,-0.09322645351569389
ABO,5,49.0,-0.007497476573147213,0.9243415440662088,-0.09499973415532022
IL3RA,5,49.0,-0.008208146712455955,0.9234253465134501,-0.09615368331834087
TMOD4,5,64.0,-0.0051790634214796075,0.9233830769650766,-0.09619187685045426
GIMAP7,5,64.0,-0.005826942233917637,0.9229256949401616,-0.09676790775497401
KAZALD1,5,49.0,-0.0074374312431522704,0.9219639685079664,-0.09799455230486359
LELP1,5,49.0,-0.007951734762631467,0.921619156524611,-0.09842895340499906
CMIP,5,49.0,-0.007836539044472346,0.9210115690054651,-0.09919444974787071
FOLH1,5,64.0,-0.004727903619273881,0.9206133064218216,-0.09968064594513647
PDCL2,5,49.0,-0.007261971946015976,0.9205654019040973,-0.09975661039100793
C5,5,64.0,-0.005540097541491568,0.9205523336114547,-0.09975746005560354
OTUD7B,5,49.0,-0.0077193341795072645,0.9204962786133549,-0.09984370702275204
BID,5,49.0,-0.0092070933700511,0.9199000341485535,-0.10059501769443538
AK2,5,49.0,-0.0076705842628884136,0.9197408214376521,-0.1007956466994274
ATF2,5,64.0,-0.00578216215805168,0.9187202465352611,-0.10206581716127974
VCPKMT,5,49.0,-0.007523372027666994,0.9186459578258679,-0.10217542966170932
GCC1,5,49.0,-0.007833838322618997,0.9181537574809753,-0.10279577996383589
ASRGL1,5,49.0,-0.008006259633753288,0.9175395517479471,-0.10356995673618923
CTRB1,5,64.0,-0.007370104264018115,0.9165500727673548,-0.10480085546714957
SLC44A4,5,49.0,-0.007303962293845372,0.9160926424836351,-0.10539396280576475
TMSB10,5,49.0,-0.007878448904816093,0.913932433986666,-0.1081178252602311
FGFR4,5,64.0,-0.007038464750207085,0.9127557110300505,-0.10958473229047568
LPA,5,64.0,-0.00617291421516393,0.9116227970777185,-0.11101357567140127
HDDC2,5,49.0,-0.00957390411793288,0.9112056175460594,-0.11155728812183732
ACAA1,5,49.0,-0.010033089665260897,0.9111219274096758,-0.11166287115563543
GCG,5,64.0,-0.006596134885517524,0.9106408342854072,-0.11225222123024978
SORD,5,49.0,-0.00976298079019311,0.9104417715140676,-0.11252099857685002
IL21R,5,64.0,-0.0063649382071218445,0.9085354133566593,-0.11490857776973568
LCP1,5,64.0,-0.0068321641675199996,0.9085234382316963,-0.11492368878640231
BHLHE40,5,49.0,-0.010108566506822833,0.9072272221930746,-0.1165778097833559
SUSD1,5,49.0,-0.00856503974043718,0.9068914517799147,-0.11700166695396413
LEPR,5,64.0,-0.007344624732590385,0.9066511602500069,-0.11728658013767061
UNC79,5,49.0,-0.009704215318353082,0.9063759124703235,-0.11765249499223444
DEFB103A_DEFB103B,5,49.0,-0.010091209176513183,0.9047440755487841,-0.11971289176659711
SNRPB2,5,64.0,-0.00800891330571779,0.904353214785688,-0.12018757867672661
SERPINB8,5,64.0,-0.006828867860310506,0.9038885023856205,-0.1207743684901097
ZPR1,5,49.0,-0.009272857691903308,0.903792979901363,-0.12091400236256107
NPR1,5,64.0,-0.0056779181117689315,0.9037498728842656,-0.12094942325582295
PPP1CC,5,49.0,-0.009396843189758697,0.9036890367968334,-0.12104527959623342
CALCOCO1,5,49.0,-0.009147727088942792,0.9031260651318527,-0.1217563334186128
CLIC5,5,64.0,-0.006964417972052231,0.9030075628635739,-0.12188684042160038
ALPI,5,49.0,-0.009480467751349225,0.9029941082636534,-0.12192300867883757
DCTN2,5,49.0,-0.010083187983941796,0.9029720830030237,-0.1219508292058593
CALY,5,49.0,-0.011496228352071522,0.9025007264226974,-0.12254623138928766
PKLR,5,49.0,-0.009618457941644176,0.9021081006089512,-0.12304221665211316
POLR2A,5,49.0,-0.01004434775916943,0.9020272160500951,-0.12314439797738483
PAXX,5,49.0,-0.009730867362053475,0.9013226604394001,-0.1240345164520613
TRIM21,5,49.0,-0.01105323391366514,0.9011754277306988,-0.12422053909437805
SHC1,5,49.0,-0.009055219526722488,0.9003509333657439,-0.12526233450343158
REG3G,5,49.0,-0.009449121640494038,0.8988801231977995,-0.1271211254446343
