Biomarker,Subtype,Age,Coefficient,p,t
TNFRSF10B,3,64.0,0.1806348774894506,7.221087729932389e-05,3.976886682121304
SMAD5,3,49.0,0.22481377178179315,7.404852386193097e-05,3.9729405948235823
MAMDC4,3,49.0,0.21109675902276762,7.448996897000913e-05,3.9715114870663024
PILRB,3,49.0,0.18669038710709668,7.46767065981301e-05,3.9709093653973437
FUOM,3,49.0,0.17722595390733764,7.613847878758268e-05,3.966244636227955
CD80,3,64.0,0.1504460140049729,7.863801895003353e-05,3.9564010179088385
CXCL10,3,49.0,0.18640982860908353,8.034728592108676e-05,3.9532722616186406
CD59,3,64.0,0.1428005429547462,7.97152272544051e-05,3.953123500457835
TNFRSF1B,3,64.0,0.13671541919836488,8.006222289355113e-05,3.9520766487284513
LRP1,3,49.0,0.19327896334654454,8.127502524945845e-05,3.9504994379205325
HEG1,3,49.0,0.19060310673217434,8.170620569725584e-05,3.949220905732408
HLA-E,3,64.0,0.16517601283373054,8.406015040811776e-05,3.9403154208439948
EPHX2,3,49.0,0.1832470407958584,8.565372862073523e-05,3.9378037273458704
C7,3,49.0,0.18803912739270978,8.694551852146353e-05,3.93417547790887
XG,3,64.0,0.1524537585095905,8.948989843631319e-05,3.925162035325567
MMP7,3,64.0,0.16450944044874258,9.019592024239788e-05,3.9232558989115636
CILP,3,64.0,0.16604946616717384,9.161977960055523e-05,3.919454253938543
GSTA1,3,49.0,0.17938969465310572,9.331769166925911e-05,3.916992018382613
MSLN,3,64.0,0.1658001710063221,9.282738312501081e-05,3.9162735169530833
SFRP1,3,49.0,0.17997124382082055,9.536567655747651e-05,3.9117044521611652
FABP3,3,64.0,0.1505410719102379,9.472202895059613e-05,3.9113611226363987
SEPTIN8,3,64.0,0.1600780191274094,0.00010286768276326056,3.891246880772186
LGALS9,3,49.0,0.17341976425574926,0.0001107356202903856,3.8751370787654067
RBFOX3,3,49.0,0.1760267462869369,0.00011321144549231044,3.869700146676711
HSPG2,3,64.0,0.12999625682975488,0.00011579869881359708,3.862214799544916
SCARB2,3,49.0,0.1481986769510857,0.00011952585007477766,3.8563260903830017
PSG1,3,49.0,0.17827435770356329,0.0001228535123941942,3.849544085474861
LY6D,3,64.0,0.1506991043702706,0.00012226950803838802,3.848818387125912
CA9,3,49.0,0.17331723604493665,0.00013072293904598507,3.8341710590844573
CILP,3,49.0,0.19119542204974438,0.0001356266592318588,3.8250272484332655
CRTAM,3,64.0,0.16191917292533753,0.0001348722369296934,3.824544433728612
NECTIN4,3,64.0,0.1335606487614259,0.00013965035573970335,3.815897361256857
CES1,3,49.0,0.17447472592580215,0.00014738252887252457,3.8043164259274596
IGFBP7,3,64.0,0.1496906638352879,0.00014844973995818033,3.8006783182810695
CTSL,3,64.0,0.15432484399807198,0.00015055814048727832,3.7971581524530142
FABP1,3,49.0,0.17924236143543906,0.00015618398503430242,3.789806066141995
ANGPTL1,3,49.0,0.19719126808950316,0.00015876973741621212,3.785689446732116
IGFBPL1,3,49.0,0.16825524993028487,0.00016793359366336556,3.771591834262442
CD79B,3,64.0,0.14674065881969736,0.00016704742212621525,3.7711278463779703
CLSTN2,3,49.0,0.18731368253994246,0.00016851354824680328,3.7707241960966313
SPON2,3,64.0,0.14266247727370812,0.0001697993724453496,3.767020918906792
CST5,3,49.0,0.17498427561380603,0.0001737770960888768,3.76297576778299
CCL18,3,49.0,0.18374900805848876,0.00017598384759054072,3.7597927730138165
IGF1R,3,64.0,0.1428502067599754,0.00017506045049892784,3.7593408952556255
KLK11,3,64.0,0.15974087950723265,0.00017995905390109086,3.7523828460509043
MILR1,3,64.0,0.15623525486683704,0.00018077962834175655,3.7512347507377477
RTBDN,3,49.0,0.17221119347652195,0.00018484892666806798,3.7473733500777273
TLR3,3,49.0,0.18232906367091675,0.00018637860391838788,3.7452872527701486
PLAU,3,49.0,0.16317266530033597,0.00018939434021025803,3.741221305140083
BCAT1,3,64.0,0.16155093539196896,0.000190358004467373,3.738184227821501
MB,3,49.0,0.17401364857784946,0.00019215991704015674,3.73754581969592
SEMA4C,3,49.0,0.17934074597038296,0.00019279086062048243,3.7367142619809086
B3GNT7,3,64.0,0.1519794770365004,0.0002023144599428594,3.7227339999808167
MCFD2,3,64.0,0.16579629992898082,0.0002027873731490116,3.7221407105527566
MCAM,3,64.0,0.13766405404660825,0.00020369032532737398,3.7210115229403926
AMBP,3,49.0,0.17268656719574046,0.0002064511018457867,3.719311181484525
TFF1,3,49.0,0.16068672862094308,0.00020991239052435377,3.715073648890588
TNC,3,64.0,0.1614822417607628,0.00020920168515744405,3.714219624305056
ANGPT2,3,64.0,0.1498491807843152,0.00021534491523032622,3.7068444644362586
DKK4,3,49.0,0.1828215995315208,0.0002200168860003562,3.7030685575205324
MAMDC2,3,64.0,0.1522766833194084,0.00022223243623523326,3.698807251634501
PTS,3,49.0,0.1640938472672506,0.0002248022460033151,3.6975628603830937
RBP5,3,49.0,0.1621591012699682,0.0002502062334537052,3.6700602240058635
ACE2,3,49.0,0.16188852004344675,0.0002547443728772874,3.665425155411126
PTPRZ1,3,64.0,0.14751135950444294,0.00025384140932335796,3.6646871982583025
OPTC,3,64.0,0.1531897194901623,0.00025914132029599806,3.6593604999870157
FSTL1,3,64.0,0.14504526794363953,0.00026408453675270965,3.6544836434130987
SUSD2,3,64.0,0.1569847165673592,0.0002892979709875122,3.6308681682462334
VEGFB,3,64.0,0.14936048330356905,0.0002954866182255476,3.625367372318596
TNFRSF13B,3,64.0,0.1488994859244374,0.00029856174922786034,3.6226740772744717
REG3A,3,64.0,0.15605561252000824,0.00030093704031745536,3.6206114628102886
ANGPTL3,3,49.0,0.17664262862086755,0.00030281259144084033,3.6205893265805886
RTBDN,3,64.0,0.15563297149333236,0.00030408298160865103,3.6179030055470855
SELPLG,3,49.0,0.20016783683908768,0.0003156583990556779,3.609740511725397
FGFBP2,3,49.0,0.17194744640607482,0.0003222945674604595,3.604297059984958
IFNAR1,3,49.0,0.18511619105252097,0.0003271973539518409,3.6003424853784196
HEPH,3,49.0,0.1709546711211316,0.0003375866392356371,3.5921427416628995
VWC2,3,64.0,0.14038690897861003,0.00033889873361801656,3.5895650108933403
FABP4,3,49.0,0.16934432102367403,0.00034300187353074086,3.587962013846257
NPPB,3,49.0,0.1650470180052502,0.00034336908846068685,3.5876807550206626
IL5RA,3,64.0,0.15929689688137236,0.0003462669117058736,3.5839190355091866
ST6GAL1,3,49.0,0.16955723498678066,0.0003531922650219704,3.5802596033617102
FABP2,3,49.0,0.17849047501915827,0.00035326916198096144,3.5802022756678413
CTSC,3,64.0,0.1651294424880007,0.0003546495398254646,3.577630886142747
EFCAB14,3,64.0,0.14426071524438264,0.0003556574052361598,3.5768842362076985
NTRK3,3,64.0,0.14205433040953278,0.0003557579009975452,3.5768098952341343
TAFA5,3,64.0,0.13962579047146564,0.0003597430144742087,3.5738776667288232
SIGLEC1,3,49.0,0.16476780349957612,0.0003677909440708629,3.5695800896099534
ADAMTS8,3,49.0,0.1755365820088074,0.00036812694328505345,3.5693389941410123
TNFRSF14,3,64.0,0.13450415969680132,0.0003694193897767938,3.5668824278715974
CD70,3,64.0,0.14850509378754553,0.0003835091411665859,3.556997253696224
PHOSPHO1,3,64.0,0.1401208086313755,0.0003837375309876654,3.556839833901157
CHCHD10,3,49.0,0.16577363636216608,0.0003878496848602632,3.555535789182103
RNASE10,3,64.0,0.15136434892265452,0.0003857586044534701,3.5554505964548877
CTSH,3,64.0,0.15362973838559135,0.00038733555292624417,3.5543713595118285
OSMR,3,49.0,0.16858013137172623,0.0003911543486869347,3.5532874460457253
LAMP3,3,49.0,0.16667192178550988,0.00039275781464604516,3.5522029148926273
NOS1,3,49.0,0.17648446652148378,0.00039911391955331575,3.5479442053899968
ADGRE2,3,49.0,0.1624347403783655,0.0003997829809777614,3.547499617706744
CXADR,3,49.0,0.16930754575586665,0.0004021605488248061,3.545925346132614
GPA33,3,49.0,0.17170829784940497,0.00040710171624798756,3.542681271556607
LGALS7_LGALS7B,3,64.0,0.14329784388513317,0.0004075243259108163,3.540905997628996
ISM1,3,49.0,0.16381773943178546,0.00041035488182454,3.54056547578996
CST5,3,64.0,0.1495375722114345,0.00041040120350934557,3.5390381895010075
HIP1R,3,49.0,0.14986500406240927,0.000422438684570781,3.532841336318028
LILRB1,3,49.0,0.17204466865770243,0.00043184843841839293,3.5269682072645625
PLTP,3,49.0,0.17321337461447972,0.00043785563040422515,3.5232810268807633
ADH1B,3,49.0,0.16776460992853273,0.00043940584306366356,3.522337189140825
ERBB3,3,49.0,0.18222483886687382,0.0004402188540803834,3.5218434352079058
GCNT1,3,64.0,0.14942429947446156,0.0004379613446878471,3.5217400412765882
SERPINA3,3,49.0,0.18091010007563002,0.0004549144164019603,3.5130624243448967
